"title","company","location","link","description","category"
"Associate Research Scientist, 3D Generative AI","Walt Disney Imagineering","Glendale, California","https://www.dice.com/apply-redirect?applyData=eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9kc3AucHJuZy5jby9PSlUzRlJiIiwiam9iSWQiOiI5YmMxNGExOS0yYzg5LTQ4MTgtODcyOS1lOGFkZjQxZDRjYWEiLCJqb2JUaXRsZSI6IkFzc29jaWF0ZSBSZXNlYXJjaCBTY2llbnRpc3QsIDNEIEdlbmVyYXRpdmUgQUkiLCJqb2JUeXBlIjoicHJvZ3JhbW1hdGljIn0=","Walt Disney Imagineering

Apply Now
Associate Research Scientist, 3D Generative AI

Glendale, California

•

Today

About the Role & Team ""Any sufficiently complex technology is indistinguishable from magic."" - Arthur C. Clarke At Walt Disney Imagineering, we are constantly exploring new ways to connect with our guests - to surprise them, make them smile, and open their minds to magic - not just in our parks and resorts, but everywhere around the world. At Walt Disney Imagineering Research and Development, this ""magic"" emerges from the application of world-class technology and everything from new Guest-faci

Full-time

USD 138,900.00 - 186,200.00 per year","Other US AI"
"AVP Engineering, Products & Services (Generative AI)","Tandym Tech","Vienna, Virginia","https://www.dice.com/job-detail/e6fa8c25-448b-40cf-8279-915148a5d1e1","Tandym Tech

Easy Apply
AVP Engineering, Products & Services (Generative AI)

Vienna, Virginia

•

Today

Assistant Vice President (AVP) of Engineering (Cognitive AI) A Fortune Top 50 financial services company is seeking a highly motivated Assistant Vice President (AVP) of Cognitive Engineering to work hybrid for our client in Vienna, VA. Overview: Assistant Vice President (AVP) of Cognitive Engineering is a senior leader within the Enterprise Data and Information Management (EDIM) organization, responsible for shaping and executing the enterprise strategy for data science, advanced analytics, and

Full-time

$250000 - $270000 per annum","Other US AI"
"Sr. Manager Engineering (Generative AI)","Tandym Tech","Vienna, Virginia","https://www.dice.com/job-detail/ae337531-b30f-4543-9718-6de0a6d1b6a9","Tandym Tech

Easy Apply
Sr. Manager Engineering (Generative AI)

Vienna, Virginia

•

Today

A Fortune Top 50 financial services company is seeking a highly motivated Sr. Manager Engineering (Generative AI) to work hybrid for our client in Vienna, VA. Responsibilities: Lead the Enterprise AI Center for Enablement and ensure its services and deliverables align with the overall strategic goals and Agentic Transformation program objectives Partner with senior EDIM, technology product, and engineering leaders to shape and contribute to the strategic goals and direction needed to continuous

Full-time

$200000 - $225000 per annum","Other US AI"
"Generative AI Engineer","Motion Recruitment Partners, LLC","Houston, Texas","https://www.dice.com/job-detail/19c108cc-765b-465e-a1c5-0bb19d73f54f","Motion Recruitment Partners, LLC

Easy Apply
Generative AI Engineer

Houston, Texas

•

Today

We are looking for an experienced and innovative Generative AI Engineer to join a growing Data & AI team. This position is ideal for a seasoned software engineer with deep expertise in generative AI and a passion for building robust, scalable AI-powered applications. You will lead efforts in designing, prototyping, and deploying GenAI solutions, while contributing to the evolution of the broader AI platform across cloud environments such as Google Cloud Platform (Google Cloud Platform) and Micro

Full-time

USD 120,000.00 - 180,000.00 per year","Other US AI"
"Senior Generative AI Engineer","Lincoln Softtech LLC","Hybrid in Los Angeles, California","https://www.dice.com/job-detail/294daaa6-9ba4-49d3-b11b-0d8c5085fb81","Lincoln Softtech LLC

Easy Apply
Senior Generative AI Engineer

Hybrid in Los Angeles, California

•

Yesterday

Title: Senior Generative AI Engineer Location: Los Angeles or Costa Mesa, CA(3 days) 6+ months Project Leadership Lead the development of generative AI chatbot solutions from the ground up, including strategic planning, design, and technical executionAct as a thought leader, aligning chatbot capabilities with business goals and recommending best practicesDevelop a roadmap for GenAI chatbot development and enhancement, working closely with stakeholdersShape the long-term vision of automated, AI-

Contract

Depends on Experience","Other US AI"
"Senior Back-End Engineer Generative AI Startup","Venus Consultancy","Cambridge, Massachusetts","https://www.dice.com/job-detail/ac416809-1384-46fa-af84-5bd1bb0a40b3","Venus Consultancy

Easy Apply
Senior Back-End Engineer Generative AI Startup

Cambridge, Massachusetts

•

9d ago

Our client, a Seed-stage GenAI startup in Cambridge, MA, is hiring a Senior Back-End Engineer. Work with the founding team on cutting-edge AI, shape product & architecture, and impact enterprise software creation. Competitive pay $150K $200K + equity, onsite. About Our ClientOur client is a Seed-stage Generative AI startup in Cambridge, MA, on a mission to automate custom software creation and redefine the future of software development. Backed by tier-1 investors and led by founders with mult

Full-time

$160,000 - $200,000","Other US AI"
"Generative AI Product Owner","Svam International, Inc.","Hybrid in Charlotte, North Carolina","https://www.dice.com/job-detail/0e1257d9-4896-400e-bc8e-627562419652","Svam International, Inc.

Easy Apply
Generative AI Product Owner

Hybrid in Charlotte, North Carolina

•

7d ago

URGENT REQUIREMENT Generative AI Product Owner Location: Westerville, Ohio\ Atlanta GA\ Charlotte -NC Duration: 12+ months Hybrid Position: 3 days office is a must. JOB DESCRIPTION: Minimum 5+ years experience as a product owner in the P&C Insurance industryAs a Product Owner, you are responsible for developing the product vision and working with the team to bring that vision to life.You will be responsible for managing the product backlog and ensuring that the development team has a clear under

Contract

Depends on Experience","Other US AI"
"Generative AI Engineer","LTIMindtree","Jersey City, New Jersey","https://www.dice.com/job-detail/ec95f455-c0b9-4c11-842b-f9c7787395d5","LTIMindtree

Easy Apply
Generative AI Engineer

Jersey City, New Jersey

•

7d ago

About Us: LTIMindtree is a global technology consulting and digital solutions company that enables enterprises across industries to reimagine business models, accelerate innovation, and maximize growth by harnessing digital technologies. As a digital transformation partner to more than 700+ clients, LTIMindtree brings extensive domain and technology expertise to help drive superior competitive differentiation, customer experiences, and business outcomes in a converging world. Powered by nearly 9

Full-time

Depends on Experience","Other US AI"
"AVP Cognitive Engineering Products & Services (Generative AI)","Apex Systems","Vienna, Virginia","https://www.dice.com/job-detail/e9545825-c6d1-4bbd-abb9-0a1d39ab2a5e","Apex Systems

Easy Apply
AVP Cognitive Engineering Products & Services (Generative AI)

Vienna, Virginia

•

Today

Job#: 2087839 Job Description: The Assistant Vice President (AVP) of Cognitive Engineering is a senior leader within the Enterprise Data and Information Management (EDIM) organization, responsible for shaping and executing Navy Federal Credit Union's enterprise strategy for data science, advanced analytics, and applied artificial intelligence (AI). This key role leads the AI Center for Enablement, driving innovation, operational excellence, and the development of scalable AI capabilities. AVP pl

Full-time","Other US AI"
"3D Generative AI Research Scientist","Walt Disney Imagineering","Glendale, California","https://www.dice.com/apply-redirect?applyData=eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9kc3AucHJuZy5jby9UX3VrUkZiIiwiam9iSWQiOiI2ZDA2MDAwNy01ZGYzLTRmYmItODVkZS1iMDZkZDJmMGEyZTciLCJqb2JUaXRsZSI6IjNEIEdlbmVyYXRpdmUgQUkgUmVzZWFyY2ggU2NpZW50aXN0Iiwiam9iVHlwZSI6InByb2dyYW1tYXRpYyJ9","Walt Disney Imagineering

Apply Now
3D Generative AI Research Scientist

Glendale, California

•

Today

About the Role & Team ""Any sufficiently complex technology is indistinguishable from magic."" - Arthur C. Clarke At Imagineering, we are constantly exploring new ways to connect with our guests - to surprise them, make them smile, and open their minds to magic - not just in our parks and resorts, but everywhere around the world. At Walt Disney Imagineering Research and Development this ""magic"" emerges from the application of world-class technology and everything from new Guest-facing experienc

Full-time","Other US AI"
"Senior Manager, Generative-AI Engineering","ALTA IT Services","Vienna, Virginia","https://www.dice.com/job-detail/b87df5c9-0fa4-46f1-b698-25bd753848d4","ALTA IT Services

Easy Apply
Senior Manager, Generative-AI Engineering

Vienna, Virginia

•

Today

Job Title: Senior Manager, Generative-AI Engineering Location: Vienna, VA - hybrid (2 days a week onsite) Type: Direct Hire, Permanent Salary: Negotiable (Market) + Top 5 Company Benefits + Bonus Requirements: The Cognitive and Generative-AI Engineering team, within the Enterprise Data and Information Management (EDIM) department, is responsible for designing and implementing advanced AI systems to enhance and scale AI adoption across the organization. This pivotal role drives the AI Center

Full-time","Other US AI"
"AVP Cognitive Engineering (Generative AI)","INSPYR Solutions","Hybrid in Vienna, Virginia","https://www.dice.com/job-detail/14d4fcaf-8f3c-496f-bb58-2cbc5440bd69","INSPYR Solutions

Easy Apply
AVP Cognitive Engineering (Generative AI)

Hybrid in Vienna, Virginia

•

Today

Title: Assistant Vice President (AVP) of Cognitive Engineering Location: Vienna, VA, hybrid. Duration: Direct Placement Work Requirements: , Holders or Authorized to Work in the U.S. Job Summary: The Assistant Vice President (AVP) of Cognitive Engineering is a senior leader within the Enterprise Data and Information Management (EDIM) organization, responsible for shaping and executing strategy for data science, advanced analytics, and applied artificial intelligence (AI). This key role leads the

Full-time

BASED ON EXPERIENCE","Other US AI"
"Senior Generative AI Engineer - RAG, Vector, LLM (local only no visas please)","Yoh - A Day & Zimmerman Company","Boston, Massachusetts","https://www.dice.com/job-detail/3c5a64ff-acd4-41ab-bf02-dc76994acb1a","Yoh - A Day & Zimmerman Company

Easy Apply
Senior Generative AI Engineer - RAG, Vector, LLM (local only no visas please)

Boston, Massachusetts

•

Today

Please contact Renu Goel No visa candidates please RESPONSIBILITIESSolution Design & Development: Design, develop, and maintain AI-powered applications that integrate existing LLMs with internal systems to automate workflows and optimize processes.API Integration: Develop APIs and data pipelines to seamlessly connect LLMs with internal and external systems, ensuring secure and scalable data exchange.LLM Optimization: Optimize LLM API interactions using prompt engineering, retrieval-augmented ge

Full-time

Competitive",
"Data Scientist","Redhorse Corporation","Tampa, Florida","https://www.dice.com/job-detail/811bdd24-0dac-4ff8-b222-605553c2c28d","Redhorse Corporation

Apply Now
Data Scientist

Tampa, Florida

•

Today

About the Organization Now is a great time to join Redhorse Corporation. We are a solution-driven company delivering data insights and technology solutions to customers with missions critical to U.S. national interests. We're looking for thoughtful, skilled professionals who thrive as trusted partners building technology-agnostic solutions and want to apply their talents supporting customers with difficult and important mission sets. About the Role Redhorse Corporation is seeking a highly ski

Sponsored

Full-time","Other US AI"
